169;776;252;3;7
170;229;32;14;28
171;397;411;17;18
172;35;292;26;14
173;333;174;13;15
174;768;134;29;19
175;46;690;29;18
176;554;773;28;24
177;727;704;12;16
178;295;274;16;13
179;160;707;25;22
180;265;208;18;28
181;815;26;24;13
182;541;154;29;29
183;130;898;27;19
184;35;926;24;21
185;65;84;25;26
186;890;919;20;17
187;762;444;29;13
188;154;440;17;18
189;527;514;16;22
190;93;857;21;14
191;352;947;15;21
192;642;434;17;22
193;303;547;10;24
194;611;911;10;17
195;8;715;26;28
196;909;178;29;11
197;225;621;23;14
198;835;411;26;18
199;315;466;29;11
200;234;440;12;25
201;39;773;23;15
202;147;155;10;14
203;186;790;29;20
204;651;389;12;24
205;612;930;17;11
206;73;238;12;21
207;458;808;14;17
208;742;784;8;6
209;754;878;20;16
210;176;698;20;15
211;831;442;19;16
212;411;262;24;15
213;422;948;11;18
214;67;108;29;27
215;713;538;10;23
216;528;153;26;25
217;878;238;29;24
218;494;54;15;17
219;878;892;11;14
220;478;269;23;13
221;595;908;20;23
222;73;120;15;27
223;766;792;15;20
224;562;263;21;25
225;164;790;23;11
226;49;290;23;13
227;413;625;28;24
228;168;197;24;22
229;458;886;13;14
230;285;457;29;14
231;972;133;14;28
232;757;267;16;14
233;680;958;25;10
234;889;35;24;11
235;835;535;19;28
236;590;81;5;6
237;863;589;19;23
238;761;726;23;16
239;837;819;21;23
240;12;632;18;22
241;805;922;29;15
242;836;520;19;28
243;89;622;15;24
244;397;818;10;13
245;163;337;18;25
246;47;967;23;29
247;595;195;11;12
248;620;601;11;28
249;425;264;6;4
250;765;741;26;28
251;475;571;28;26
252;79;536;12;24
253;30;420;24;15
254;450;214;25;26
255;932;685;26;26
256;277;390;27;18
257;238;264;24;14
258;766;254;21;16
259;852;820;3;19
260;521;21;23;11
261;743;821;27;11
262;415;84;18;28
263;506;286;19;22
264;128;913;14;20
265;521;152;12;26
266;790;445;15;16
267;113;297;25;22
268;418;62;28;11
269;609;594;28;19
270;500;538;21;19
271;153;290;19;24
272;369;114;18;22
273;26;710;15;25
274;907;958;17;21
275;119;52;18;29
276;154;484;12;18
277;8;364;21;24
278;665;320;4;7
279;212;136;17;13
280;141;418;22;14
281;17;479;19;21
282;911;819;17;19
283;505;705;21;11
284;357;964;16;26
285;540;502;21;13
286;103;868;15;24
287;945;365;19;25
288;970;806;20;14
289;871;887;13;28
290;461;909;26;21
291;360;252;27;23
292;670;351;29;18
293;551;707;12;28
294;578;839;22;26
295;876;955;29;29
296;571;140;15;21
297;634;801;23;17
298;489;415;23;20
299;396;962;21;15
300;722;128;29;25
301;169;707;20;13
302;584;176;19;13
303;738;602;19;13
304;48;756;15;20
305;334;360;16;18
306;421;613;18;27
307;775;414;21;21
308;680;166;18;23
309;984;884;7;5
310;241;967;11;18
311;308;398;28;17
312;236;984;11;10
313;108;24;26;14
314;894;1;12;16
315;544;773;18;18
316;103;754;15;22
317;563;139;14;13
318;394;878;15;12
319;744;370;15;28
320;463;874;10;20
321;359;308;15;17
322;877;771;19;20
323;902;875;13;21
324;272;267;19;12
325;543;527;17;21
326;5;650;25;18
327;584;592;20;15
328;730;355;21;21
329;720;889;20;11
330;412;334;28;23
331;311;217;20;24
332;281;932;12;19
333;58;53;16;20
334;545;557;27;23
335;868;585;20;10
336;748;782;16;24
337;411;841;23;21
338;240;12;20;27
339;793;7;14;22
340;215;115;14;17
341;318;178;15;12
342;695;31;16;26
343;735;770;19;28
344;777;786;22;16
345;531;501;20;17
346;569;1;20;27
347;424;146;20;18
348;530;652;28;17
349;470;857;29;16
350;590;43;20;26
351;909;890;15;18
352;406;23;29;20
353;254;506;27;18
354;231;172;19;24
355;651;567;3;10
356;258;313;19;15
357;920;169;12;23
358;707;474;24;11
359;810;854;20;15
360;428;661;29;11
361;115;433;13;24
362;977;181;15;25
363;747;125;26;23
364;635;286;22;29
365;788;246;10;17
366;275;258;13;12
367;635;362;16;21
368;447;903;26;20
369;939;559;27;20
370;929;550;23;28
371;764;722;28;14
372;884;764;24;21
373;290;153;28;20
374;868;560;28;11
375;759;712;18;12
376;654;468;26;26
377;390;425;17;28
378;678;224;11;10
379;937;226;13;22
380;533;313;14;21
381;239;695;26;26
382;632;160;21;13
383;727;271;15;19
384;8;532;18;20
385;232;978;29;15
386;431;371;21;11
387;875;299;22;19
388;479;678;17;26
389;108;951;19;23
390;735;112;20;18
391;318;893;17;20
392;194;215;17;19
393;214;528;28;15
394;46;142;26;12
395;528;379;26;25
396;479;646;13;14
397;865;562;17;13
398;441;142;29;15
399;174;199;24;17
400;561;47;21;24
401;629;284;17;22
402;19;654;20;16
403;101;568;11;23
404;641;262;13;26
405;709;960;22;17
406;939;522;13;5
407;317;400;8;10
408;829;239;23;21
409;288;438;28;20
410;452;405;16;20
411;718;197;24;13
412;607;956;11;18
413;777;65;28;19
414;548;933;17;28
415;255;696;29;23
416;245;954;24;23
417;942;688;27;14
418;671;254;19;29
419;152;554;22;25
420;312;457;14;14
421;202;959;27;22
422;622;27;26;19
423;957;700;13;18
424;555;477;26;13
425;652;652;15;10
426;89;165;26;26
427;23;906;17;25
428;648;157;13;19
429;789;16;22;14
430;56;288;27;15
431;855;805;24;22
432;139;316;25;18
433;715;539;21;14
434;203;689;21;22
435;244;334;16;16
436;436;626;21;28
437;809;228;17;14
438;900;244;28;15
439;945;13;12;22
440;817;479;13;5
441;869;440;8;4
442;528;730;19;20
443;9;707;24;17
444;44;70;27;29
445;577;461;10;12
446;31;742;11;16
447;717;227;21;18
448;129;130;10;18
449;87;929;17;11
450;807;849;20;26
451;583;586;11;23
452;483;150;22;21
453;223;731;13;14
454;402;834;13;25
455;131;782;18;27
456;21;693;10;10
457;672;226;20;17
458;490;953;21;17
459;374;924;17;4
460;660;488;20;11
461;155;16;22;13
462;135;829;22;16
463;593;620;20;13
464;142;9;29;14
465;493;708;16;14
466;541;636;25;19
467;342;179;25;18
468;499;563;15;22
469;643;368;20;17
470;7;679;28;14
471;77;865;17;28
472;875;800;26;28
473;422;862;26;18
474;972;880;25;14
475;892;963;24;13
476;448;536;14;10
477;210;940;13;13
478;361;197;27;16
479;787;417;17;28
480;976;467;17;15
481;592;316;18;21
482;589;931;24;12
483;361;207;20;20
484;831;802;19;29
485;466;399;10;28
486;381;971;15;11
487;552;629;12;10
488;172;713;10;28
489;849;106;16;20
490;35;660;26;27
491;37;762;18;25
492;174;926;29;28
493;113;323;26;14
494;586;78;19;16
495;539;313;13;12
496;685;97;22;13
497;10;515;29;20
498;90;852;16;18
499;496;868;12;26
500;141;8;25;13
501;705;219;13;14
502;168;181;25;17
503;162;16;15;14
504;291;943;28;23
505;203;394;28;16
506;243;967;12;22
507;130;595;15;20
508;489;803;27;27
509;694;701;14;16
510;461;147;29;13
511;914;952;26;28
512;701;192;13;26
513;289;130;12;29
514;590;380;19;26
515;488;939;24;11
516;8;469;20;23
517;776;424;20;10
518;850;807;25;19
519;814;557;24;13
520;754;695;19;16
521;973;173;14;11
522;548;559;14;16
523;232;255;19;10
524;276;904;16;27
525;487;197;17;22
526;80;524;18;24
527;169;14;27;18
528;938;190;12;23
529;776;963;18;21
530;698;938;12;28
531;528;27;28;16
532;42;186;27;16
533;532;312;17;16
534;113;842;14;24
535;245;149;15;29
536;741;690;21;27
537;220;102;11;16
538;753;770;22;12
539;117;918;22;20
540;722;533;17;12
541;578;255;22;15
542;505;117;16;25
543;152;138;21;29
544;595;704;22;24
545;720;98;27;10
546;754;571;21;26
547;10;353;24;16
548;163;11;12;26
549;683;859;18;27
550;771;579;26;27
551;22;772;21;14
552;265;388;19;22
553;589;431;18;11
554;348;382;11;28
555;33;387;20;27
556;74;417;23;17
557;297;954;17;19
558;426;666;12;23
559;364;247;16;15
560;854;944;14;15
561;369;916;27;16
562;738;65;26;16
563;804;204;19;18
564;722;483;27;19
565;492;109;18;12
566;564;722;25;13
567;31;366;14;19
568;635;271;23;22
569;823;678;24;12
570;320;103;11;22
571;450;879;18;21
572;119;705;20;14
573;634;149;17;22
574;770;664;15;13
575;256;303;16;22
576;554;180;29;13
577;661;273;16;27
578;361;688;10;18
579;578;573;10;28
580;536;710;19;15
581;479;175;10;24
582;313;963;29;21
583;870;878;13;27
584;148;99;12;12
585;2;30;13;17
586;490;680;29;23
587;563;458;14;23
588;517;933;19;22
589;466;885;10;16
590;955;575;18;17
591;400;301;5;15
592;768;208;18;25
593;687;913;13;27
594;282;893;27;28
595;410;339;12;17
596;552;764;29;24
597;25;165;25;29
598;126;796;11;24
599;689;704;17;14
600;509;956;10;22
601;484;604;11;27
602;551;538;21;29
603;433;845;29;27
604;702;699;29;17
605;5;528;12;20
606;849;804;13;16
607;769;707;17;21
608;514;557;17;16
609;275;733;17;11
610;608;973;17;14
611;967;855;14;25
612;48;653;13;19
613;508;119;14;23
614;957;866;14;17
615;345;785;28;29
616;175;141;20;20
617;111;426;28;27
618;854;362;19;17
619;935;172;10;13
620;282;498;12;29
621;248;546;19;23
622;75;824;23;11
623;695;800;13;20
624;62;147;14;17
625;150;962;28;27
626;574;576;16;21
627;271;510;19;16
628;194;615;25;18
629;977;150;14;18
630;300;269;17;28
631;290;528;11;21
632;546;387;18;26
633;171;30;24;10
634;476;628;12;21
635;676;907;19;13
636;230;605;27;10
637;514;736;17;29
638;5;490;14;27
639;364;680;10;17
640;398;251;20;16
641;150;101;6;5
642;109;420;19;26
643;118;715;27;10
644;979;723;10;18
645;530;729;16;20
646;724;284;14;21
647;164;89;26;15
648;218;833;4;13
649;697;207;13;13
650;482;5;19;13
651;383;142;15;29
652;734;287;14;24
653;727;956;28;22
654;588;424;17;20
655;602;582;22;23
656;936;520;21;13
657;110;304;20;19
658;368;689;25;11
659;139;966;25;28
660;369;289;11;20
661;821;483;24;21
662;690;171;10;28
663;409;696;20;16
664;836;557;17;24
665;466;407;28;27
666;244;573;29;21
667;439;475;14;26
668;570;337;14;17
669;276;244;12;15
670;157;271;20;19
671;984;460;13;29
672;38;109;14;11
673;318;369;26;27
674;706;262;23;22
675;292;547;11;22
676;774;750;28;11
677;869;507;13;24
678;214;746;13;14
679;711;753;22;12
680;482;861;18;10
681;926;53;12;25
682;282;901;29;24
683;578;825;29;23
684;262;555;17;25
685;476;930;23;10
686;928;239;13;11
687;691;43;28;17
688;711;194;15;23
689;83;157;12;16
690;59;853;14;24
691;9;384;10;13
692;655;814;12;24
693;928;33;20;25
694;271;716;15;25
695;190;710;19;19
696;436;851;12;24
697;445;294;14;26
698;544;889;11;21
699;361;304;24;13
700;787;333;18;28
701;442;851;16;14
702;542;962;20;12
703;876;920;20;10
704;920;65;15;26
705;393;176;28;23
706;528;428;6;3
707;700;72;11;13
708;133;350;23;26
709;485;630;27;11
710;174;150;10;11
711;675;192;29;11
712;182;190;10;12
713;105;21;26;25
714;957;479;28;18
715;577;942;13;17
716;313;824;19;27
717;845;175;23;16
718;198;397;19;15
719;544;203;24;25
720;236;626;11;24
721;210;373;25;26
722;441;483;25;14
723;154;850;20;12
724;50;165;17;28
725;284;267;10;21
726;803;395;10;24
727;742;793;14;27
728;951;576;11;23
729;269;434;24;11
730;160;658;15;18
731;239;866;26;27
732;325;187;25;16
733;649;547;12;20
734;646;438;11;21
735;199;127;24;17
736;178;322;13;29
737;777;18;16;23
738;72;121;14;21
739;204;718;29;13
740;750;887;12;25
741;884;804;10;18
742;642;618;10;20
743;734;667;14;14
744;262;670;26;23
745;218;599;21;21
746;726;266;13;25
747;742;956;25;20
748;147;110;15;14
749;62;381;12;23
750;247;628;10;29
751;948;190;11;26
752;284;545;10;15
753;851;927;13;13
754;331;568;21;13
755;180;200;12;13
756;979;926;20;23
757;957;940;21;26
758;297;833;22;25
759;601;53;22;15
760;223;264;22;19
761;384;881;21;11
762;245;966;14;22
763;397;740;15;16
764;579;320;17;29
765;132;947;19;19
766;482;927;17;21
767;773;249;11;15
768;366;407;24;25
769;802;56;13;27
770;581;370;23;11
771;431;429;15;28
772;130;0;22;13
773;815;116;19;10
774;922;617;16;10
775;193;979;29;13
776;817;819;18;13
777;753;270;28;12
778;759;709;14;18
779;582;750;13;14
780;387;490;21;13
781;114;766;17;11
782;777;260;21;10
783;529;151;15;19
784;686;547;27;22
785;259;271;27;11
786;192;271;5;9
787;238;507;20;13
788;129;577;25;22
789;835;411;28;13
790;547;549;25;18
791;933;40;16;15
792;815;553;11;18
793;503;10;18;24
794;951;25;18;23
795;71;387;25;27
796;405;252;12;21
797;918;790;27;24
798;832;851;26;27
799;909;769;18;15
800;864;515;17;15
801;342;823;17;19
802;591;976;18;22
803;310;573;28;18
804;101;569;13;11
805;369;376;24;11
806;723;731;20;15
807;394;268;12;21
808;154;899;29;13
809;188;599;27;18
810;433;171;25;13
811;925;905;20;24
812;633;430;17;18
813;187;268;16;19
814;467;886;13;16
815;897;746;26;13
816;308;689;23;21
817;966;385;15;28
818;368;293;13;14
819;821;804;17;29
820;890;715;13;20
821;755;145;23;12
822;860;545;10;26
823;797;518;26;25
824;625;3;27;27
825;359;201;17;17
826;720;614;23;28
827;104;795;18;24
828;885;965;10;17
829;530;731;25;20
830;919;264;11;22
831;150;950;14;24
832;785;213;14;12
833;413;627;15;23
834;723;689;10;10
835;828;202;19;23
836;241;262;13;11
837;788;26;18;22
838;203;172;20;19
839;181;207;14;15
840;915;680;14;10
841;742;399;22;28
842;760;95;21;28
843;152;75;18;23
844;47;286;13;27
845;923;20;17;20
846;305;940;13;19
847;691;504;15;11
848;73;228;26;13
849;329;512;18;15
850;154;85;10;29
851;200;157;12;27
852;209;692;11;10
853;242;331;14;26
854;895;118;19;16
855;580;973;19;23
856;663;317;11;18
857;922;548;26;16
858;930;784;14;11
859;802;455;29;27
860;888;979;15;10
861;688;91;14;10
862;752;823;27;13
863;61;831;27;11
864;345;944;11;10
865;8;713;13;27
866;298;199;20;19
867;423;260;14;15
868;41;376;13;17
869;204;673;8;8
870;105;288;15;17
871;108;482;17;28
872;603;578;10;20
873;738;674;12;25
874;456;563;24;13
875;340;694;14;11
876;163;560;15;22
877;15;705;23;11
878;849;445;28;23
879;53;664;21;29
880;256;253;16;21
881;609;80;18;28
882;585;93;25;11
883;681;98;20;19
884;318;184;25;14
885;33;517;16;26
886;490;281;21;12
887;613;179;28;16
888;25;968;11;20
889;276;432;17;10
890;482;907;28;19
891;332;737;29;14
892;58;964;12;21
893;728;684;19;11
894;776;660;10;21
895;441;629;26;15
896;467;291;26;25
897;83;183;14;17
898;391;832;19;26
899;364;728;28;28
900;23;498;26;25
901;780;896;21;13
902;330;176;23;18
903;337;690;25;16
904;334;801;21;24
905;176;795;16;28
906;374;929;23;23
907;394;166;25;21
908;633;146;11;13
909;579;129;12;12
910;225;283;18;27
911;277;500;17;21
912;396;299;13;21
913;669;212;17;22
914;372;731;28;15
915;905;10;25;24
916;697;65;15;20
917;190;587;26;12
918;930;54;15;19
919;360;359;21;18
920;15;507;16;22
921;722;512;12;29
922;400;868;13;21
923;707;759;15;22
924;57;70;26;18
925;321;882;26;11
926;408;743;25;21
927;435;371;15;15
928;181;434;11;21
929;571;36;25;15
930;777;545;22;25
931;823;678;11;16
932;7;663;28;16
933;862;259;29;23
934;915;964;25;26
935;843;659;16;21
936;887;236;23;26
937;116;855;25;21
938;210;609;11;28
939;434;51;17;25
940;912;761;23;11
941;948;470;26;21
942;158;887;13;27
943;513;33;26;23
944;832;889;16;10
945;414;691;24;12
946;218;773;18;16
947;869;570;17;18
948;598;585;27;10
949;973;525;10;28
950;117;475;22;29
951;726;426;24;13
952;854;275;15;11
953;312;723;24;23
954;814;477;20;11
955;677;842;24;18
956;880;495;25;25
957;183;33;20;15
958;817;108;13;10
959;922;5;28;13
960;322;464;18;15
961;903;555;29;26
962;826;210;14;21
963;678;183;15;23
964;339;885;22;12
965;328;969;29;13
966;367;721;10;28
967;15;405;13;22
968;961;565;13;17
969;249;131;22;21
970;282;272;27;22
971;965;377;23;11
972;373;886;23;24
973;818;873;17;15
974;976;358;11;16
975;640;561;23;20
976;210;661;14;22
977;722;249;22;26
978;841;461;15;26
979;113;546;14;23
980;474;654;10;19
981;740;123;14;12
982;303;662;27;13
983;514;300;29;29
984;692;784;28;10
985;34;117;21;22
986;867;432;15;21
987;896;967;21;16
988;554;390;20;12
989;698;215;28;11
990;90;625;14;28
991;781;252;14;11
992;106;25;23;20
993;634;455;12;22
994;212;316;22;28
995;576;53;15;18
996;721;304;10;14
997;465;686;28;20
998;611;178;28;25
999;524;426;18;10
1000;681;91;19;18
1001;552;392;10;16
1002;467;435;14;17
1003;839;640;14;24
1004;556;594;28;19
1005;551;952;20;26
1006;919;261;10;21
1007;153;420;13;10
1008;391;750;18;19
1009;690;565;22;17
1010;545;954;20;12
1011;498;855;16;28
1012;770;142;12;22
1013;646;596;28;28
1014;284;3;6;10
1015;30;743;19;19
1016;280;1;20;23
1017;476;683;14;19
1018;384;947;29;11
1019;65;109;16;12
1020;466;877;16;28
1021;141;717;21;22
1022;975;359;23;10
1023;328;894;27;10
1024;946;543;12;14
1025;420;17;27;25
1026;198;424;19;18
1027;674;201;23;19
1028;884;932;10;24
1029;497;491;10;25
1030;435;853;25;13
1031;890;125;20;12
1032;451;811;16;21
1033;846;219;27;25
1034;941;30;14;21
1035;891;504;13;29
1036;797;525;11;25
1037;237;8;20;19
1038;630;607;25;19
1039;196;671;20;14
1040;970;830;26;12
1041;158;656;23;26
1042;555;266;15;24
1043;19;782;21;29
1044;787;730;13;10
1045;482;106;29;24
1046;216;729;24;19
1047;738;797;23;11
1048;588;198;21;26
1049;164;185;17;26
1050;128;708;20;17
1051;132;145;19;28
1052;789;474;12;11
1053;715;671;10;12
1054;778;970;3;9
1055;472;530;5;5
1056;11;462;24;25
1057;974;353;17;13
1058;623;841;22;25
1059;228;632;21;16
1060;154;578;15;14
1061;217;568;16;16
1062;223;522;14;14
1063;705;903;22;20
1064;509;542;19;13
1065;24;966;24;21
1066;58;676;16;27
1067;668;880;12;24
1068;789;481;24;24
1069;71;937;17;16
1070;350;185;13;29
1071;839;179;12;11
1072;335;361;4;9
1073;781;511;27;12
1074;623;839;27;24
1075;587;361;11;18
1076;167;710;5;14
1077;92;620;20;27
1078;223;327;14;26
1079;452;271;27;17
1080;16;734;14;23
1081;586;165;28;19
1082;190;260;27;24
1083;321;709;28;16
1084;966;727;14;28
1085;410;739;29;12
1086;552;552;17;10
1087;128;327;3;4
1088;253;628;15;29
1089;406;833;19;19
1090;230;19;14;19
1091;740;94;27;29
1092;854;346;10;27
1093;431;280;28;22
1094;276;242;10;29
1095;177;232;14;19
1096;789;243;15;12
1097;636;554;26;11
1098;308;642;12;23
1099;146;497;23;16
1100;38;725;5;4
1101;533;715;14;27
1102;290;660;27;16
1103;516;636;18;10
1104;249;653;12;17
1105;661;203;23;18
1106;582;610;16;18
1107;4;687;22;11
1108;419;855;28;23
1109;970;537;21;13
1110;262;498;12;29
1111;271;815;19;21
1112;928;86;13;28
1113;193;956;21;11
1114;754;772;11;25
1115;161;257;28;17
1116;719;258;19;11
1117;932;623;27;26
1118;682;942;28;26
1119;179;788;26;10
1120;206;669;15;19
1121;665;353;12;11
1122;419;961;18;18
1123;975;350;19;24
1124;876;232;10;19
1125;560;728;12;26
1126;460;434;14;22
1127;221;752;16;28
1128;918;753;27;22
1129;822;661;20;11
1130;764;259;16;18
1131;931;97;14;17
1132;298;120;23;14
1133;285;469;14;20
1134;503;554;28;15
1135;330;802;17;14
1136;731;77;20;10
1137;366;128;16;10
1138;343;524;16;26
1139;820;212;11;19
1140;283;917;16;27
1141;610;971;17;11
1142;568;467;14;16
1143;195;964;10;13
1144;966;531;12;25
1145;453;623;13;23
1146;488;941;17;15
1147;376;949;22;29
1148;333;870;22;18
1149;400;808;11;17
1150;130;435;28;16
1151;348;971;12;20
1152;234;268;26;29
1153;684;213;13;24
1154;215;670;21;25
1155;285;335;24;17
1156;940;918;21;19
1157;923;687;11;10
1158;970;857;13;21
1159;478;929;18;27
1160;493;634;20;29
1161;97;503;16;11
1162;18;475;27;16
1163;324;871;12;28
1164;721;127;18;15
1165;600;164;21;26
1166;954;579;21;10
1167;170;694;12;29
1168;298;475;29;25
1169;555;264;25;15
1170;8;14;26;14
1171;155;870;10;14
1172;582;759;18;10
1173;377;869;13;25
1174;821;202;10;14
1175;617;550;16;14
1176;808;13;17;17
1177;530;717;27;25
1178;88;407;24;15
1179;914;465;16;16
1180;445;880;26;29
1181;271;654;19;17
1182;154;581;10;11
1183;545;282;24;16
1184;606;940;11;17
1185;22;583;11;20
1186;156;916;19;25
1187;343;382;11;18
1188;566;484;18;12
1189;160;747;16;17
1190;308;263;28;21
1191;310;854;23;10
1192;681;497;13;16
1193;716;480;20;16
1194;932;367;23;21
1195;171;739;11;14
1196;817;459;11;10
1197;110;289;10;20
1198;751;701;19;29
1199;112;552;10;20
1200;377;819;12;21
1201;461;34;29;23
1202;80;412;14;19
1203;572;123;18;26
1204;756;243;21;21
1205;262;659;15;12
1206;472;0;18;17
1207;726;373;22;12
1208;581;264;10;24
1209;253;652;14;19
1210;958;812;17;11
1211;899;388;18;23
1212;622;141;14;14
1213;195;632;27;25
1214;543;956;27;23
1215;579;607;28;17
1216;850;237;29;18
1217;552;665;14;26
1218;234;40;15;22
1219;716;678;24;25
1220;928;112;23;11
1221;21;406;27;14
1222;986;814;11;25
1223;8;667;28;17
1224;382;948;27;19
1225;692;99;27;22
1226;344;871;29;25
1227;215;253;22;22
1228;33;780;11;20
1229;248;884;11;25
1230;504;106;26;26
1231;240;264;23;27
1232;656;570;11;10
1233;195;410;10;13
1234;802;933;10;15
1235;835;224;23;17
1236;887;490;28;23
1237;960;947;8;7
1238;649;648;22;18
1239;173;584;23;13
1240;326;851;25;10
1241;878;304;9;10
1242;87;945;22;14
1243;718;871;14;24
1244;137;846;23;15
1245;588;177;16;23
1246;825;795;20;27
1247;249;209;25;10
1248;179;646;22;13
1249;956;535;18;24
1250;78;148;14;28
1251;519;202;28;16
1252;540;192;28;17
1253;240;131;22;25
1254;786;204;19;16
1255;748;705;12;22
1256;435;626;19;29
1257;386;848;23;29
1258;243;596;10;27
1259;721;489;13;17
1260;761;784;10;29
1261;736;10;20;27
1262;128;37;11;25
1263;92;102;26;19
1264;905;386;12;26
1265;357;120;18;19
1266;14;589;22;19
1267;704;920;18;10
1268;49;642;10;26
1269;306;634;28;28
1270;226;513;22;16
1271;451;467;12;21
1272;588;922;24;29
1273;130;445;13;29
1274;917;539;14;23
1275;839;125;13;11
1276;434;866;23;21
1277;215;290;29;21
1278;127;371;16;27
1279;718;933;20;18
1280;701;208;26;13
1281;432;443;26;28
1282;71;129;10;15
1283;665;661;12;14
1284;548;489;19;23
1285;36;718;10;18
1286;410;888;10;22
1287;146;440;11;19
1288;122;529;14;23
1289;753;130;22;10
1290;685;201;11;28
1291;103;403;20;24
1292;661;670;25;10
1293;675;789;21;21
1294;44;44;17;10
1295;497;58;13;10
1296;892;892;21;10
1297;788;461;17;25
1298;134;271;22;19
1299;228;583;19;29
1300;526;954;29;27
1301;176;276;23;28
